,Episode Length,Episode Length (seconds),Cumulative Pairwise Action Distance
0,136,3.4000000000000004,0.8202541967335688
1,63,1.5750000000000002,0.12282883598266757
2,137,3.4250000000000003,2.4857210333262896
3,159,3.975,2.2201631964374617
4,163,4.075,1.5734188437193168
5,113,2.825,1.4305491715904366
6,112,2.8000000000000003,2.3372730178134185
7,110,2.75,2.173618114204127
8,92,2.3000000000000003,0.3477100410653318
9,94,2.35,1.1152412266128016
10,173,4.325,2.776023292197373
11,186,4.65,2.25070688102364
12,157,3.9250000000000003,2.0309363105478244
13,124,3.1,1.0184250444382337
14,81,2.025,0.30044088368603433
15,112,2.8000000000000003,0.502186657605842
16,145,3.625,3.4444904784110784
17,140,3.5,1.9074588239525125
18,49,1.225,0.10817268191971076
19,145,3.625,2.409073337560486
20,92,2.3000000000000003,0.46864663581799265
21,110,2.75,1.2097766804342784
22,141,3.5250000000000004,1.8900420671760727
23,138,3.45,1.3644142743738348
24,117,2.9250000000000003,0.9655787316613537
25,107,2.6750000000000003,0.5401942726870856
26,167,4.175,4.325798122688833
27,104,2.6,0.6820856339982577
28,138,3.45,1.2232639926227633
29,111,2.7750000000000004,1.9058759723200833
30,75,1.875,0.07475341956095884
31,152,3.8000000000000003,1.975778111498416
32,90,2.25,0.475502979629453
33,102,2.5500000000000003,0.4202654963814158
34,92,2.3000000000000003,0.5454920559528547
35,88,2.2,0.5251586436307658
36,122,3.0500000000000003,1.4069434382657249
37,124,3.1,0.8821565897494751
38,154,3.85,2.379130631407844
39,122,3.0500000000000003,1.8264207569919966
40,175,4.375,2.9713293046655664
41,170,4.25,1.8091165127548487
42,124,3.1,1.5580708956953047
43,125,3.125,1.3702484065113758
44,109,2.725,1.2869850500100184
45,126,3.1500000000000004,1.5755417936182534
46,61,1.5250000000000001,0.15441337334927097
47,127,3.1750000000000003,2.098040300534441
48,128,3.2,2.452704878630108
49,157,3.9250000000000003,1.2609468445808083
50,110,2.75,1.4374722506115387
51,141,3.5250000000000004,1.0330746599404663
52,49,1.225,0.06999477321468543
53,122,3.0500000000000003,1.123632946077858
54,129,3.225,1.0051592641336813
55,128,3.2,1.3053596237804634
56,97,2.4250000000000003,1.0307368257049647
57,73,1.8250000000000002,0.13372414961181275
58,203,5.075,2.9900019903684907
59,184,4.6000000000000005,3.281242983538562
60,124,3.1,1.099985136010171
61,70,1.75,0.2431266455211286
62,104,2.6,0.9746553403374933
63,135,3.375,1.551083618159373
64,127,3.1750000000000003,1.5793378624962588
65,177,4.425,3.621434657401716
66,125,3.125,1.2663890061171303
67,156,3.9000000000000004,2.831373877274997
68,69,1.725,0.25518246833404956
69,122,3.0500000000000003,4.00253111320227
70,122,3.0500000000000003,1.6697524810233748
71,113,2.825,1.265818384683152
72,70,1.75,0.13430422186321278
73,163,4.075,2.7747604018152034
74,123,3.075,0.4286615064814586
75,130,3.25,1.5076207281646041
76,105,2.625,1.0278727955948121
77,98,2.45,1.477467976734706
78,89,2.225,1.0651459774347194
79,137,3.4250000000000003,1.5779987080623372
80,122,3.0500000000000003,0.813229570053513
81,90,2.25,0.49374186756581495
82,175,4.375,1.1090841848306683
83,113,2.825,1.78731700427608
84,128,3.2,3.544432677000628
85,151,3.7750000000000004,4.323061408585599
86,89,2.225,0.7740579636275657
87,81,2.025,0.1688990455435883
88,113,2.825,1.6544681206355174
89,93,2.325,0.6162692971206006
90,152,3.8000000000000003,1.1993467180181037
91,123,3.075,1.3132476451658457
92,175,4.375,4.497934567023216
93,121,3.0250000000000004,3.07221474227754
94,112,2.8000000000000003,2.7111794061235783
95,121,3.0250000000000004,1.2877021178145054
96,86,2.15,0.7782568214638934
97,142,3.5500000000000003,2.559050965689997
98,92,2.3000000000000003,0.418359208586375
99,110,2.75,0.47833872695506624
100,105,2.625,1.0557898192116026
101,173,4.325,2.8296568405565288
102,67,1.675,0.10661526007374368
103,50,1.25,0.10789278652706734
104,63,1.5750000000000002,0.0526816582274978
105,113,2.825,0.6856881602172358
106,124,3.1,0.9797710785542708
107,73,1.8250000000000002,0.30562240715099614
108,107,2.6750000000000003,0.7155383740042369
109,97,2.4250000000000003,0.6850825031784917
110,169,4.2250000000000005,2.189222216213029
111,53,1.3250000000000002,0.13916048413450371
112,117,2.9250000000000003,2.363354358780303
113,108,2.7,0.49658902928591264
114,101,2.5250000000000004,0.920474760179996
115,156,3.9000000000000004,1.847856134622737
116,73,1.8250000000000002,0.17595545225698772
117,112,2.8000000000000003,0.5680500294833253
118,121,3.0250000000000004,1.3165644778128769
119,84,2.1,0.44480210812241017
120,109,2.725,0.20152518272745548
121,161,4.025,2.7105109205568283
122,108,2.7,2.3607395690372326
