,Episode Length,Episode Length (seconds),Cumulative Pairwise Action Distance
0,101,2.5250000000000004,0.6840160248367502
1,139,3.475,1.6498893190918982
2,101,2.5250000000000004,0.797894314412366
3,110,2.75,1.4210044275762777
4,77,1.925,0.5010818611281068
5,143,3.575,2.2312542743576325
6,163,4.075,2.3594519431818277
7,132,3.3000000000000003,1.5266775495522722
8,122,3.0500000000000003,1.1061645783643008
9,88,2.2,0.7236039277278787
10,118,2.95,1.2295253282034164
11,142,3.5500000000000003,1.6009916935792665
12,131,3.2750000000000004,1.598397241350878
13,115,2.875,1.0829076651354752
14,56,1.4000000000000001,0.353716667047041
15,115,2.875,1.4708974540559803
16,146,3.6500000000000004,1.7454305562307895
17,99,2.475,1.360382214523321
18,145,3.625,1.8434973647852677
19,118,2.95,1.1269970379662326
20,148,3.7,2.561397059290985
21,56,1.4000000000000001,0.4800379170667747
22,75,1.875,0.5077480344949398
23,106,2.6500000000000004,0.6933230145309122
24,148,3.7,2.002243341442838
25,147,3.6750000000000003,2.1588119668766947
26,96,2.4000000000000004,0.8697754642647995
27,109,2.725,0.7814708535244539
28,69,1.725,0.45658137342024896
29,153,3.825,1.9063783214630192
30,125,3.125,2.5029182507366965
31,105,2.625,1.916770675586452
32,104,2.6,1.061665740552985
33,129,3.225,2.3535032753156115
34,105,2.625,1.2803346583869168
35,125,3.125,2.322379207259488
36,96,2.4000000000000004,0.5681146264179502
37,117,2.9250000000000003,1.1079795804809298
38,148,3.7,2.2068547196944595
39,170,4.25,2.4685860848059176
40,53,1.3250000000000002,0.14207169012938625
41,104,2.6,1.6732222137891715
42,87,2.1750000000000003,0.3999903934372152
43,114,2.85,1.5139804374489843
44,89,2.225,0.9445541367960778
45,123,3.075,1.464560414526737
46,135,3.375,1.9890814040541032
47,161,4.025,2.4778968539515724
48,98,2.45,1.0751852341200192
49,116,2.9000000000000004,1.6653481655855702
50,83,2.075,0.7113949605221404
51,119,2.975,1.8063911230758514
52,95,2.375,0.5348775446294552
53,82,2.0500000000000003,0.4989427726493717
54,177,4.425,2.2389415298880206
55,103,2.575,1.1621621828700537
56,251,6.275,2.8429743456985332
57,150,3.75,2.07294278764151
58,46,1.1500000000000001,0.23545698997123912
59,126,3.1500000000000004,2.037352775557666
60,95,2.375,0.9439942666189086
61,137,3.4250000000000003,2.1025503214785926
62,94,2.35,0.8465590440451386
63,83,2.075,0.9896168711299241
64,142,3.5500000000000003,2.259978232246552
65,103,2.575,0.7571340818333581
66,125,3.125,0.9368746622083245
67,97,2.4250000000000003,1.1664929194902618
68,88,2.2,0.4369314527792033
69,70,1.75,0.4333340635441633
70,135,3.375,1.8013856740227145
71,116,2.9000000000000004,1.018438371845732
72,55,1.375,0.4175017011748875
73,94,2.35,1.1410764795477935
74,126,3.1500000000000004,2.104099853281087
75,116,2.9000000000000004,1.1240674634090013
76,65,1.625,0.4397841883937968
77,127,3.1750000000000003,1.2776915756297627
78,124,3.1,1.2477923238503024
79,144,3.6,2.2363267058212943
80,100,2.5,1.6535228187681772
81,44,1.1,0.18305656472584997
82,131,3.2750000000000004,1.6022601220102157
83,126,3.1500000000000004,2.295445547773843
84,101,2.5250000000000004,1.3425732868328555
85,74,1.85,0.28122932531887807
86,147,3.6750000000000003,1.1542657657953812
87,150,3.75,2.1453604432888205
88,91,2.275,0.9869755985798626
89,136,3.4000000000000004,1.676077334652502
90,110,2.75,0.9444157031411502
91,126,3.1500000000000004,2.2229701388832295
92,146,3.6500000000000004,2.2765621657672965
93,152,3.8000000000000003,1.9389322502032666
94,117,2.9250000000000003,1.4901695566627318
95,39,0.9750000000000001,0.18293064077923368
96,83,2.075,0.5872318141981651
97,123,3.075,1.1682375982635718
98,131,3.2750000000000004,1.7437271715665204
99,128,3.2,1.5139112363229514
100,79,1.975,0.7165371030180835
101,100,2.5,1.0886259790313775
102,117,2.9250000000000003,1.2533387347918825
103,132,3.3000000000000003,1.4780349528622982
104,115,2.875,1.2831636854830308
