,Episode Length,Episode Length (seconds),Cumulative Pairwise Action Distance
0,1200,30.0,23.39452408493622
1,1200,30.0,27.54686554123182
2,1200,30.0,23.0573352897624
3,104,2.6,7.2702763490919775
4,1200,30.0,22.735620350571864
5,185,4.625,5.627517694747302
6,1200,30.0,18.759048339095184
7,569,14.225000000000001,13.29079102800822
8,1200,30.0,32.82918056792927
9,1200,30.0,17.809140647871843
10,1200,30.0,31.357126385006858
11,1200,30.0,35.69676270444321
12,1200,30.0,23.796289440379972
13,1200,30.0,24.118051342948423
14,1200,30.0,32.262803589779594
15,95,2.375,8.779467772390019
16,1200,30.0,23.745667298743953
17,1200,30.0,16.583947297147496
18,139,3.475,9.880860522539836
19,1200,30.0,34.07226686864611
20,1200,30.0,29.13118947460848
21,1200,30.0,29.610036592918206
22,1200,30.0,21.18925513788324
23,1200,30.0,25.172298656386303
24,1200,30.0,13.555797734882221
25,1200,30.0,20.11159774191529
26,1200,30.0,25.71185293938894
27,811,20.275000000000002,8.149924410358112
28,90,2.25,4.444993214004528
29,109,2.725,6.963064402497237
30,1200,30.0,18.434696969859925
31,1200,30.0,18.0974855803567
32,1200,30.0,24.022036852557587
33,1200,30.0,37.685599980156205
34,65,1.625,4.666890941623525
35,1200,30.0,25.550184647640425
36,1200,30.0,18.84947065123651
37,1200,30.0,21.09331975779711
38,1200,30.0,13.097309507653504
39,1200,30.0,27.05038585535077
40,1200,30.0,24.356643648655638
41,1200,30.0,20.993774967232103
42,1200,30.0,21.781459398455407
43,1200,30.0,20.823706928057636
44,1200,30.0,18.73832423443227
45,1200,30.0,20.09020540815694
46,1200,30.0,24.085953441895352
47,94,2.35,6.185980810387901
48,1200,30.0,21.005522755028068
49,225,5.625,7.256482663876189
50,1200,30.0,20.662027983556825
51,147,3.6750000000000003,6.576369774367313
52,1200,30.0,8.60909792090537
53,1200,30.0,24.60072902442423
54,1200,30.0,33.81173582534744
55,1200,30.0,29.514738322139333
56,1200,30.0,13.901541048732158
